date,UBS_x,UBS Financial Services Inc.,UBS Investment Bank,UBS Global Wealth Management,UBS Asset Management,Open,High,Low,Close,Volume,Dividends,Stock Splits,UBS_y,Union Bank of Switzerland,UBS tax evasion controversies,Banking in Switzerland,dow_open,dow_high,dow_low,dow_close,dow_vol,nas_open,nas_high,nas_low,nas_close,nas_vol,Wiki_total,Google_total,Stock_total,Nas_total,Dow_total,Wiki_Moment_1,Wiki_Moment_2,Wiki_Moment_1_s,Wiki_Moment_2_s,Wiki_MAvg,Wiki_MAvg_s,Wiki_Disparity,Wiki_Disparity_s,Wiki_ROC,Wiki_ROC_s,Wiki_Rocp,Wiki_EMA,Wiki_diff,Wiki_gain,Wiki_loss,Wiki_avg_gain,Wiki_avg_loss,Wiki_rs,Wiki_RSI,Wiki_Move,Wiki_MAvg_Move,Wiki_MAvg_s_Move,Wiki_EMA_Move,Wiki_Disparity_Move,Wiki_Disparity_s_Move,Wiki_RSI_Move,Google_Moment_1,Google_Moment_2,Google_Moment_1_s,Google_Moment_2_s,Google_MAvg,Google_MAvg_s,Google_Disparity,Google_Disparity_s,Google_ROC,Google_ROC_s,Google_Rocp,Google_EMA,Google_diff,Google_gain,Google_loss,Google_avg_gain,Google_avg_loss,Google_rs,Google_RSI,Google_Move,Google_MAvg_Move,Google_MAvg_s_Move,Google_EMA_Move,Google_Disparity_Move,Google_Disparity_s_Move,Google_RSI_Move,Stock_Moment_1,Stock_Moment_2,Stock_Moment_1_s,Stock_Moment_2_s,Stock_MAvg,Stock_MAvg_s,Stock_Disparity,Stock_Disparity_s,Stock_ROC,Stock_ROC_s,Stock_Rocp,Stock_EMA,Stock_diff,Stock_gain,Stock_loss,Stock_avg_gain,Stock_avg_loss,Stock_rs,Stock_RSI,Stock_Move,Stock_MAvg_Move,Stock_MAvg_s_Move,Stock_EMA_Move,Stock_Disparity_Move,Stock_Disparity_s_Move,Stock_RSI_Move,Nas_Moment_1,Nas_Moment_2,Nas_Moment_1_s,Nas_Moment_2_s,Nas_MAvg,Nas_MAvg_s,Nas_Disparity,Nas_Disparity_s,Nas_ROC,Nas_ROC_s,Nas_Rocp,Nas_EMA,Nas_diff,Nas_gain,Nas_loss,Nas_avg_gain,Nas_avg_loss,Nas_rs,Nas_RSI,Nas_Move,Nas_MAvg_Move,Nas_MAvg_s_Move,Nas_EMA_Move,Nas_Disparity_Move,Nas_Disparity_s_Move,Nas_RSI_Move,Dow_Moment_1,Dow_Moment_2,Dow_Moment_1_s,Dow_Moment_2_s,Dow_MAvg,Dow_MAvg_s,Dow_Disparity,Dow_Disparity_s,Dow_ROC,Dow_ROC_s,Dow_Rocp,Dow_EMA,Dow_diff,Dow_gain,Dow_loss,Dow_avg_gain,Dow_avg_loss,Dow_rs,Dow_RSI,Dow_Move,Dow_MAvg_Move,Dow_MAvg_s_Move,Dow_EMA_Move,Dow_Disparity_Move,Dow_Disparity_s_Move,Dow_RSI_Move,target_1,target_2,target_3,target_4,target_5
2019-05-17,5.208333333333333,0.0,0.0,0.0,0.0,10.63122556367602,10.783100287613724,10.63122556367602,10.684828758239746,2335400.0,0.0,0.0,1407.0,107.0,23.0,322.0,,,,,,,,,,,457.2083333333333,1407.0,10.684828758239746,,,95.82569207929438,-1991.6666666666686,93.11778682959945,-3379.166666666669,495.6,494.34722222222223,92.25349744417541,92.4872868260613,-4.174307920705619,-6.882213170400547,-22.956066945606672,489.2013888888889,-60.45833333333343,0.0,-60.46,38.52428571428572,-34.96714285714285,-1.1017281529599217,1083.0120481927702,0,0,0,0,0,0,0,96.57381456271807,-4991.666666666674,66.74573055028463,-70100.0,2142.0,1477.0,65.68627450980392,95.260663507109,-3.426185437281936,-33.254269449715366,-28.186978297161897,2019.5,-168.0,0.0,-168.0,233.04142857142855,-235.11285714285714,-0.9911896414487874,-11250.27586206883,0,0,0,0,0,1,0,98.59850843624825,-15.187549591064453,101.27009564923432,13.400554656982422,10.602638626098633,10.64313824971517,100.77518564047632,100.39171255269272,-1.4014915637517482,1.2700956492343178,-70.35255222821549,10.616336981455484,-0.02680206298828125,0.0,-0.03,0.02357142857142857,-0.07928571428571429,-0.29729729729729726,-42.30769230769229,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1
2019-05-20,4.833333333333333,0.0,0.0,0.0,0.0,10.631226461074675,10.74289901151451,10.613359296041152,10.72056484222412,3034400.0,0.0,0.0,1429.0,115.0,38.0,368.0,,,,,,,,,,,525.8333333333333,1429.0,10.72056484222412,,,104.34063662670523,2187.4999999999945,103.47654968842241,1766.6666666666572,500.2361111111111,525.8333333333333,105.117028070078,100.0,4.340636626705239,3.4765496884224145,24.038095238095295,505.67777777777775,68.62499999999994,68.62,0.0,18.41357142857143,-34.96714285714285,-0.5265963966172326,-111.23624595469258,1,1,1,1,1,1,0,34.26036921601535,-274200.0,98.61973775017253,-2000.0,1470.3333333333333,1429.0,97.18884606665156,100.0,-65.73963078398467,-1.3802622498274673,-0.5211524434719182,1904.3333333333333,22.0,22.0,0.0,229.32714285714286,-235.11285714285714,-0.9753917571500617,-3963.6790123456763,1,0,0,0,1,1,1,101.7811684330194,18.760967254638494,101.7811684330194,18.760967254638494,10.705674807230631,10.72056484222412,100.1390854407742,100.0,1.7811684330194015,1.7811684330194015,57.14292177325531,10.641947364807129,0.035736083984373224,0.04,0.0,0.026428571428571423,-0.07357142857142858,-0.3592233009708737,-56.060606060606034,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,0
2019-05-21,17.875,0.0,0.0,0.0,0.0,10.720563840139151,10.77416703421715,10.67142764990048,10.756299018859863,2062100.0,0.0,0.0,1483.0,95.0,46.0,349.0,,,,,,,,,,,507.875,1483.0,10.756299018859863,,,103.43686354378818,1687.5,98.10849967804248,-979.1666666666742,496.9722222222222,516.8541666666666,102.19384047845286,98.26272723608369,3.436863543788187,-1.891500321957516,30.0962962962963,502.7824074074074,-17.958333333333258,0.0,-17.96,18.41357142857143,-14.28857142857143,-1.2886922615476903,446.38961038961054,0,0,0,0,0,0,1,70.35104364326375,-62500.0,94.15873015873017,-9200.0,1439.6666666666667,1456.0,103.00995600833527,101.85439560439559,-29.648956356736246,-5.841269841269842,-2.3728,1474.5555555555554,54.0,54.0,0.0,233.18428571428572,-218.18428571428572,-1.0687492224790316,1554.5619047619025,1,0,1,0,1,1,1,101.94748602140041,20.54758071899414,100.41700650794753,4.466819763183594,10.720564206441244,10.738431930541992,100.33332958723524,100.16638451901952,1.9474860214004088,0.417006507947545,52.34825046296942,10.722549544440374,0.035734176635743964,0.04,0.0,0.02928571428571428,-0.06357142857142857,-0.4606741573033707,-85.41666666666663,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22,11.916666666666666,0.0,0.0,0.0,0.0,10.658028577788226,10.702696916751112,10.631226552017752,10.64016056060791,1655800.0,0.0,0.0,1516.0,124.0,41.0,353.0,,,,,,,,,,,529.9166666666666,1516.0,10.64016056060791,,,104.28009183338798,2174.9999999999945,115.90267019046752,7270.833333333331,521.2083333333334,521.2083333333334,101.67079702614117,101.67079702614117,4.280091833387985,15.902670190467507,24.36398467432956,507.95370370370364,22.04166666666663,22.04,0.0,14.446428571428573,-14.28857142857143,-1.0110477904419117,9151.583710407147,1,1,1,1,0,1,1,104.623878536922,6700.0,107.74697938877043,10900.0,1476.0,1476.0,102.71002710027099,102.71002710027099,4.623878536922015,7.746979388770433,22.62686567164179,1465.111111111111,33.0,33.0,0.0,222.57714285714286,-218.18428571428572,-1.0201337008688591,5066.796747967503,1,1,1,0,0,1,1,101.0178092396975,10.720539093017578,99.58194746361855,-4.466819763183594,10.705674807230631,10.705674807230631,99.38804187683272,99.38804187683272,1.017809239697503,-0.4180525363814508,99.25023796180157,10.693762991163466,-0.11613845825195312,0.0,-0.12,0.023571428571428566,-0.07214285714285715,-0.32673267326732663,-48.529411764705856,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-23,12.083333333333334,0.0,0.0,0.0,0.0,10.434682759872423,10.53295429164741,10.407880735938786,10.515087127685549,2555900.0,0.0,0.0,1482.0,100.0,32.0,385.0,,,,,,,,,,,529.0833333333333,1482.0,10.515087127685549,,,102.205408886027,1141.6666666666515,100.61806656101426,325.0,523.1770833333333,522.2916666666666,101.12891986062718,101.30035899481452,2.205408886027015,0.6180665610142632,46.34306569343127,523.8333333333334,-0.8333333333333712,0.0,-0.83,14.446428571428571,-12.722857142857142,-1.135470469346508,838.1682552838784,0,1,1,1,0,0,0,94.0952380952381,-9300.0,103.70888733379986,5300.0,1477.5,1493.6666666666667,100.30456852791878,99.21892434724391,-5.904761904761905,3.7088873337998605,-15.935483870967742,1478.0,-34.0,0.0,-34.0,222.57714285714286,-215.22,-1.034184289829676,3025.3203883495075,0,1,1,1,0,0,0,98.16513753299849,-19.65436935424787,98.0833312650722,-20.547771453857067,10.65802788734436,10.637182235717773,98.65884419547687,98.85218561338311,-1.83486246700151,-1.916668734927792,-53.49999757388776,10.642145580715603,-0.1250734329223615,0.0,-0.13,0.023571428571428566,-0.07857142857142858,-0.2999999999999999,-42.85714285714283,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0
2019-05-24,12.833333333333334,0.0,0.0,0.0,5.625,10.595491369651072,10.658028577788226,10.546356026393108,10.64016056060791,2477300.0,0.0,0.0,1493.0,105.0,25.0,335.0,,,,,,,,,,,477.8333333333333,1498.625,10.64016056060791,,,104.51107263282601,2062.5,94.08483058495364,-3004.166666666669,514.1083333333333,512.2777777777777,92.94409414358192,93.2762173300076,4.5110726328260276,-5.915169415046357,23.167676767676767,508.06249999999994,-51.24999999999994,0.0,-51.25,14.03857142857143,-16.38357142857143,-0.8568688145790645,-598.6597624124281,0,0,0,0,0,0,0,106.51208244491828,9162.5,101.05360755225894,1562.5,1481.725,1498.875,101.14056252003579,99.98332082395129,6.512082444918265,1.0536075522589345,16.356070941336974,1484.5416666666667,16.625,16.62,0.0,222.67499999999998,-215.22,-1.0346389740730415,2986.921529175053,1,1,1,1,1,1,0,99.58194746361855,-4.466819763183594,98.92027491939078,-11.613845825195312,10.65445442199707,10.598469416300455,99.86584145163127,100.39336948260977,-0.4180525363814508,-1.0797250806092176,-238.20438532815237,10.652072111765543,0.1250734329223615,0.13,0.0,0.03285714285714285,-0.07357142857142858,-0.4466019417475727,-80.70175438596485,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-28,5.833333333333333,0.0,0.0,0.0,0.0,10.524020344449164,10.532954352478638,10.416814804077148,10.416814804077148,2364300.0,0.0,0.0,1570.0,108.0,43.0,396.0,,,,,,,,,,,552.8333333333333,1570.0,10.416814804077148,,,105.13470681458004,2700.0,104.32457933637365,2291.666666666663,515.3333333333333,552.8333333333333,107.27684346701164,100.0,5.134706814580032,4.3245793363736365,20.475308641975307,527.0166666666667,74.99999999999994,75.0,0.0,19.395714285714288,-16.267857142857142,-1.1922722283205271,620.0959123087456,1,1,1,1,1,1,1,109.86703988803359,14100.0,103.56200527704485,5400.0,1534.3125,1570.0,102.32596032424945,100.0,9.86703988803359,3.562005277044855,11.134751773049645,1511.1499999999999,71.375,71.38,0.0,216.93428571428572,-215.22,-1.0079652714166236,12654.499999999844,1,1,1,1,1,1,1,97.1666601282927,-30.375003814697088,97.90091742264083,-22.334575653076172,10.52848768234253,10.416814804077148,98.93932650505288,100.0,-2.833339871707301,-2.0990825773591633,-34.294036200373824,10.575241216023763,-0.22334575653076172,0.0,-0.22,0.03285714285714285,-0.06785714285714285,-0.48421052631578937,-93.87755102040813,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-29,6.416666666666667,0.0,0.0,0.0,0.0,10.32747732932082,10.41681485406257,10.273874132880648,10.38107967376709,2199400.0,0.0,0.0,1477.0,103.0,23.0,349.0,,,,,,,,,,,481.4166666666667,1477.0,10.38107967376709,,,94.79038477315613,-2645.833333333331,90.99070719798395,-4766.666666666657,517.125,517.125,93.09483522681492,93.09483522681492,-5.209615226843872,-9.009292802016049,-18.195275590551198,504.0277777777777,-71.41666666666657,0.0,-71.42,19.395714285714288,-16.690714285714286,-1.1620661616810033,717.0319514127272,0,1,0,0,0,0,1,99.59541469993258,-600.0,99.66261808367072,-500.0,1523.5,1523.5,96.94781752543486,96.94781752543486,-0.4045853000674309,-0.33738191632928477,-246.16666666666666,1515.2083333333333,-93.0,0.0,-93.0,216.93428571428572,-219.43428571428572,-0.9886070675242832,-8677.371428571396,0,0,0,1,0,0,0,96.51163151531142,-37.521934509277344,98.72556972385301,-13.40074539184588,10.39894723892212,10.39894723892212,99.82817909597472,99.82817909597472,-3.4883684846885714,-1.274430276146983,-27.666696319189928,10.479351679484049,-0.035735130310058594,0.0,-0.04,0.029999999999999995,-0.0707142857142857,-0.42424242424242425,-73.68421052631581,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,1,0
2019-05-30,6.791666666666667,0.0,0.0,0.0,0.0,10.41681489141254,10.470418088044909,10.309609350141706,10.336410522460938,1863400.0,0.0,0.0,1467.0,92.0,46.0,315.0,,,,,,,,,,,459.7916666666667,1467.0,10.336410522460938,,,86.76678723069666,-7012.4999999999945,96.22427624694804,-1804.1666666666629,498.0138888888889,498.01388888888886,92.32506902417937,92.32506902417938,-13.233212769303341,-3.7757237530519627,-6.556743909685093,498.0138888888889,-21.625,0.0,-21.62,15.654285714285717,-18.235,-0.8584746758588274,-606.5873235538344,0,0,0,0,0,0,0,96.76781002638522,-4900.0,97.88973225456668,-3162.5,1504.6666666666667,1504.6666666666667,97.49667700487372,97.49667700487372,-3.2321899736147754,-2.1102677454333136,-29.93877551020408,1504.6666666666667,-10.0,0.0,-10.0,216.93428571428572,-217.60999999999999,-0.9968948380786073,-32104.439746301676,0,0,0,0,1,1,0,97.14524948738539,-30.375003814697266,97.14524948738539,-30.375003814697266,10.378101666768393,10.378101666768393,99.59827774244154,99.59827774244154,-2.8547505126146175,-2.8547505126146175,-34.02933077973658,10.378101666768393,-0.044669151306152344,0.0,-0.04,0.029999999999999995,-0.06428571428571428,-0.4666666666666666,-87.49999999999997,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-31,3.875,0.0,0.0,0.0,0.0,10.238139216125916,10.291742413945894,10.157734845392913,10.21133804321289,3454400.0,0.0,0.0,1416.0,96.0,30.0,368.0,,,,,,,,,,,497.875,1416.0,10.21133804321289,,,94.10143329658214,-3120.8333333333258,90.05878806150137,-5495.833333333326,497.9791666666667,479.6944444444445,99.97908212358281,103.79002837454397,-5.898566703417848,-9.94121193849863,-15.953271028037422,497.9675925925926,38.083333333333314,38.08,0.0,18.374285714285715,-16.892857142857142,-1.0876955602537,1240.308582449371,1,0,0,0,1,1,1,95.54655870445345,-6600.0,90.19108280254777,-15400.0,1482.5,1453.3333333333333,95.51433389544688,97.43119266055047,-4.4534412955465585,-9.80891719745223,-21.454545454545453,1475.111111111111,-51.0,0.0,-51.0,216.93428571428572,-219.85714285714286,-0.9867056530214425,-7421.994134897381,0,0,0,0,0,0,1,97.11130225756374,-30.374908447265803,98.0274511476979,-20.54767608642578,10.336410760879517,10.309609413146973,98.78997922431651,99.04679832187662,-2.888697742436258,-1.9725488523020882,-33.61767513123834,10.322513792249891,-0.12507247924804688,0.0,-0.13,0.02928571428571428,-0.07357142857142855,-0.3980582524271845,-66.12903225806454,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1
2019-06-03,7.458333333333333,0.0,0.0,0.0,0.0,10.122000555927595,10.269408297926775,10.113066546838192,10.247074127197266,3540400.0,0.0,0.0,1526.0,99.0,29.0,322.0,,,,,,,,,,,457.4583333333333,1526.0,10.247074127197266,,,95.73596093477502,-2037.5,95.02336853037909,-2395.833333333337,471.7083333333333,457.4583333333333,96.97906545358184,100.0,-4.264039065224974,-4.9766314696209175,-22.4519427402863,484.47222222222223,-40.416666666666686,0.0,-40.42,16.457857142857144,-19.78,-0.8320453560595118,-495.3988389593636,0,0,0,0,0,0,0,101.82667445158063,2737.5,103.3175355450237,4900.0,1469.6666666666667,1526.0,103.83306872306646,100.0,1.8266744515806157,3.3175355450236967,55.74429223744293,1497.0,110.0,110.0,0.0,30.928571428571427,-219.85714285714286,-0.14067576348278102,-16.37051039697542,1,0,1,1,1,1,1,96.30563438238016,-39.30864334106445,98.70913671042854,-13.400554656982422,10.264940897623697,10.247074127197266,99.82594375744952,100.0,-3.694365617619835,-1.2908632895714618,-26.068246716854976,10.306631882985434,0.035736083984375,0.04,0.0,0.03214285714285713,-0.052142857142857144,-0.6164383561643834,-160.71428571428555,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1
2019-06-04,0.0,0.0,0.0,0.0,0.0,10.434682759872423,10.515087127685549,10.390013571976922,10.515087127685549,4045600.0,0.0,0.0,1495.0,104.0,29.0,375.0,,,,,,,,,,,508.0,1495.0,10.515087127685549,,,91.89026228519748,-4483.333333333326,110.4848210240145,4820.833333333331,487.7777777777778,482.72916666666663,104.14578587699314,105.23499201588193,-8.10973771480252,10.484821024014494,-11.33085501858738,483.80555555555554,50.541666666666686,50.54,0.0,20.067857142857143,-18.854285714285716,-1.06436581300197,1653.6197763390235,1,1,1,0,1,1,1,95.22292993630573,-7500.0,101.90865712338105,2800.0,1479.0,1510.5,101.08181203515889,98.9738497186362,-4.777070063694268,1.9086571233810499,-19.933333333333334,1478.111111111111,-31.0,0.0,-31.0,30.928571428571427,-74.71428571428571,-0.41395793499043976,-70.63621533442088,0,1,0,0,0,0,0,100.943400890356,9.827232360840021,101.7286136694779,17.867660522461115,10.3244997660319,10.381080627441406,101.84597187246484,101.29087235764173,0.9434008903560075,1.728613669477894,106.99947596218973,10.348322974310982,0.268013000488283,0.27,0.0,0.049999999999999996,-0.052142857142857144,-0.958904109589041,-2333.3333333333303,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,1,0
2019-06-05,6.458333333333333,0.0,0.0,0.0,0.0,10.586558423053498,10.586558423053498,10.443616838757388,10.497220039367676,2696600.0,0.0,0.0,1632.0,87.0,29.0,448.0,,,,,,,,,,,570.4583333333334,1632.0,10.497220039367676,,,118.49575904448677,8904.166666666668,114.57862582642899,7258.333333333338,511.97222222222223,511.97222222222223,111.42368835114753,111.42368835114753,18.49575904448676,14.578625826428999,6.406644829199812,515.337962962963,62.45833333333337,62.46,0.0,23.302857142857142,-18.854285714285716,-1.2359448401272919,523.8278741168917,1,1,1,1,1,1,0,110.4942450914015,15500.0,115.2542372881356,21600.0,1551.0,1551.0,105.22243713733074,105.22243713733074,10.49424509140149,15.254237288135593,10.529032258064516,1530.0,137.0,137.0,0.0,40.714285714285715,-27.642857142857142,-1.4728682170542637,311.4754098360655,1,1,1,1,1,1,1,101.11876961983128,11.614036560058594,102.79965265026946,28.588199615478516,10.419793764750162,10.419793764750162,100.74306916591233,100.74306916591233,1.118769619831276,2.7996526502694783,90.38390730978305,10.38207319047716,-0.01786708831787287,0.0,-0.02,0.049999999999999996,-0.052142857142857144,-0.958904109589041,-2333.3333333333303,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0
2019-06-06,5.625,0.0,0.0,0.0,0.0,10.53295429164741,10.559755463587154,10.420388006310258,10.515087127685549,2267100.0,0.0,0.0,1526.0,100.0,34.0,392.0,,,,,,,,,,,531.625,1526.0,10.515087127685549,,,115.62301767104665,7183.333333333331,116.21276983331816,7416.666666666669,516.8854166666667,536.6944444444445,102.85161524354606,99.05543191346203,15.623017671046666,16.21276983331816,7.4008120649652,518.5231481481482,-38.83333333333337,0.0,-38.83,22.624285714285715,-21.627857142857145,-1.0460715347270384,2270.537634408609,0,1,1,1,0,0,1,104.0218132242672,5900.0,100.0,0.0,1544.75,1551.0,98.78621136106166,98.38813668600903,4.021813224267213,0.0,25.864406779661014,1542.6666666666667,-106.0,0.0,-106.0,31.714285714285715,-35.214285714285715,-0.9006085192697769,-906.1224489795923,0,0,0,1,0,0,0,101.7286136694779,17.867660522461115,102.61550757964106,26.801300048828303,10.443617105484009,10.509131431579592,100.68434165557458,100.05667163023635,1.728613669477894,2.6155075796410654,58.849825999700535,10.451558219061958,0.01786708831787287,0.02,0.0,0.03857142857142857,-0.052142857142857144,-0.7397260273972602,-284.2105263157894,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,0
2019-06-07,2.708333333333333,0.0,0.0,0.0,0.0,10.577623416704842,10.613358596410174,10.515087065218983,10.541888236999512,1743400.0,0.0,0.0,1432.0,100.0,32.0,308.0,,,,,,,,,,,442.7083333333333,1432.0,10.541888236999512,,,88.9195748598209,-5516.666666666669,87.14730971128608,-6529.166666666669,502.05,514.9305555555555,88.18012814128738,85.97437626432907,-11.080425140179099,-12.852690288713914,-8.02492447129909,492.1597222222223,-88.91666666666669,0.0,-88.92,22.624285714285715,-23.660714285714285,-0.9561962264150944,-2182.9083390765013,0,0,0,0,0,0,0,101.12994350282484,1600.0,95.78595317725753,-6300.0,1522.2,1530.0,94.0743660491394,93.59477124183006,1.1299435028248588,-4.214046822742475,89.5,1507.1666666666667,-94.0,0.0,-94.0,31.714285714285715,-29.928571428571427,-1.0596658711217184,1775.9999999999995,0,0,0,0,0,0,1,103.2370899130729,33.05501937866211,100.25488242739709,2.6801109313963067,10.463271331787109,10.518065134684244,100.75136066646353,100.22649700311048,3.2370899130729094,0.25488242739708233,31.891943901883113,10.47637414932251,0.026801109313963067,0.03,0.0,0.04071428571428571,-0.049999999999999996,-0.8142857142857143,-438.46153846153845,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1
2019-06-10,5.5,0.0,0.0,0.0,0.0,10.613358471266368,10.693762837653775,10.58655729980186,10.59549045562744,2078200.0,0.0,0.0,1567.0,108.0,30.0,357.0,,,,,,,,,,,500.5,1567.0,10.59549045562744,,,109.40887148192004,4304.166666666669,87.73646921335182,-6995.833333333338,491.6111111111111,500.5,101.8081139111764,100.0,9.408871481920034,-12.263530786648168,11.62826718296224,501.53333333333336,57.791666666666686,57.79,0.0,21.850714285714282,-23.660714285714285,-0.9235018867924527,-1207.2217837411188,1,0,0,1,1,1,1,102.68676277850591,4100.0,96.0171568627451,-6500.0,1508.3333333333333,1567.0,103.88950276243094,100.0,2.686762778505898,-3.9828431372549016,38.21951219512195,1537.1333333333334,135.0,135.0,0.0,39.785714285714285,-29.928571428571427,-1.3293556085918854,403.6231884057971,1,0,1,1,1,1,0,103.40015426945557,34.8416328430174,100.93615658137315,9.827041625976385,10.550821940104166,10.59549045562744,100.42336526743463,100.0,3.400154269455561,0.9361565813731707,30.410430255569604,10.50734437306722,0.05360221862792791,0.05,0.0,0.041428571428571426,-0.049999999999999996,-0.8285714285714286,-483.3333333333335,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,1,1
2019-06-11,8.791666666666666,0.0,0.0,0.0,0.0,10.69376377261288,10.71163093782006,10.626760412096544,10.649094581604004,2380600.0,0.0,0.0,1539.0,105.0,35.0,371.0,,,,,,,,,,,519.7916666666667,1539.0,10.649094581604004,,,102.3211942257218,1179.1666666666742,97.77412022885808,-1183.3333333333258,487.6666666666667,510.14583333333337,106.58749145591253,101.89079919957528,2.3211942257217997,-2.2258797711419245,44.08127208480538,501.0046296296296,19.291666666666742,19.29,0.0,23.228571428571428,-22.377857142857145,-1.0380158958153787,2730.4785894206584,1,0,1,0,1,1,1,102.94314381270904,4400.0,100.85190039318479,1300.0,1512.6666666666667,1553.0,101.7408550022036,99.0985189954926,2.94314381270903,0.8519003931847969,34.97727272727273,1518.5555555555554,-28.0,0.0,-28.0,35.92857142857143,-31.928571428571427,-1.1252796420581657,898.214285714285,0,1,0,0,0,0,1,101.27443027614696,13.400745391845525,101.27443027614696,13.400745391845525,10.595491091410318,10.622292518615723,100.5059085013732,100.25231900685571,1.2744302761469493,1.2744302761469493,79.4664346662692,10.583579487270779,0.053604125976564276,0.05,0.0,0.042142857142857135,-0.049999999999999996,-0.8428571428571427,-536.3636363636359,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-12,4.5,0.0,0.0,0.0,0.0,10.532956167898387,10.568691354181572,10.465952800116677,10.488286972045898,1711600.0,0.0,0.0,1527.0,94.0,32.0,313.0,,,,,,,,,,,443.5,1527.0,10.488286972045898,,,77.74450368855452,-12695.833333333338,100.17882352941176,79.16666666666856,487.9305555555556,487.9305555555556,90.89408214966838,90.89408214966838,-22.25549631144548,0.178823529411769,-3.4932720708893985,472.94444444444446,-76.29166666666674,0.0,-76.29,21.654285714285717,-27.82714285714286,-0.7781713640330612,-350.7984262902105,0,1,0,0,0,0,0,93.56617647058823,-10500.0,106.63407821229049,9500.0,1544.3333333333333,1544.3333333333333,98.87761709475502,98.87761709475502,-6.4338235294117645,6.634078212290503,-14.542857142857143,1517.4444444444446,-12.0,0.0,-12.0,33.57142857142857,-32.785714285714285,-1.0239651416122004,4272.727272727275,0,1,0,0,0,0,1,99.91490063761381,-0.8933067321777344,99.49154018949389,-5.360126495361328,10.577624003092447,10.577624003092447,99.1554149493267,99.1554149493267,-0.08509936238619085,-0.5084598105061069,-1174.0969360520978,10.559756384955511,-0.16080760955810547,0.0,-0.16,0.042142857142857135,-0.05285714285714286,-0.7972972972972971,-393.333333333333,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
